Parameters transmitter:
Bitrate: 960
Baudrate: 240
Bits per symbol: 4
Modulation: DP_QPSK
N bits: 32768
N samples: 65536
N samples per bits: 2
N samples per sym: 8
N symbols: 8192
df: 2.92969e+07
dt: 5.20833e-13

 f[i] ; t[i] 
-2.34082e+11;1.29052e-08
-2.34053e+11;1.29057e-08
-2.34023e+11;1.29063e-08
-2.33994e+11;1.29068e-08
-2.33965e+11;1.29073e-08
-2.33936e+11;1.29078e-08
-2.33906e+11;1.29083e-08
-2.33877e+11;1.29089e-08
-2.33848e+11;1.29094e-08
-2.33818e+11;1.29099e-08
-2.33789e+11;1.29104e-08
-2.3376e+11;1.29109e-08
-2.3373e+11;1.29115e-08
-2.33701e+11;1.2912e-08
-2.33672e+11;1.29125e-08
-2.33643e+11;1.2913e-08
-2.33613e+11;1.29135e-08
-2.33584e+11;1.29141e-08
-2.33555e+11;1.29146e-08
-2.33525e+11;1.29151e-08
-2.33496e+11;1.29156e-08
-2.33467e+11;1.29161e-08
-2.33438e+11;1.29167e-08
-2.33408e+11;1.29172e-08
-2.33379e+11;1.29177e-08
-2.3335e+11;1.29182e-08
-2.3332e+11;1.29188e-08
-2.33291e+11;1.29193e-08
-2.33262e+11;1.29198e-08
-2.33232e+11;1.29203e-08
-2.33203e+11;1.29208e-08
-2.33174e+11;1.29214e-08
-2.33145e+11;1.29219e-08
-2.33115e+11;1.29224e-08
-2.33086e+11;1.29229e-08
-2.33057e+11;1.29234e-08
-2.33027e+11;1.2924e-08
-2.32998e+11;1.29245e-08
-2.32969e+11;1.2925e-08
-2.32939e+11;1.29255e-08
-2.3291e+11;1.2926e-08
-2.32881e+11;1.29266e-08
-2.32852e+11;1.29271e-08
-2.32822e+11;1.29276e-08
-2.32793e+11;1.29281e-08
-2.32764e+11;1.29286e-08
-2.32734e+11;1.29292e-08
-2.32705e+11;1.29297e-08
-2.32676e+11;1.29302e-08
-2.32646e+11;1.29307e-08
-2.32617e+11;1.29313e-08
-2.32588e+11;1.29318e-08
-2.32559e+11;1.29323e-08
-2.32529e+11;1.29328e-08
-2.325e+11;1.29333e-08
-2.32471e+11;1.29339e-08
-2.32441e+11;1.29344e-08
-2.32412e+11;1.29349e-08
-2.32383e+11;1.29354e-08
-2.32354e+11;1.29359e-08
-2.32324e+11;1.29365e-08
-2.32295e+11;1.2937e-08
-2.32266e+11;1.29375e-08
-2.32236e+11;1.2938e-08
-2.32207e+11;1.29385e-08
-2.32178e+11;1.29391e-08
-2.32148e+11;1.29396e-08
-2.32119e+11;1.29401e-08
-2.3209e+11;1.29406e-08
-2.32061e+11;1.29411e-08
-2.32031e+11;1.29417e-08
-2.32002e+11;1.29422e-08
-2.31973e+11;1.29427e-08
-2.31943e+11;1.29432e-08
-2.31914e+11;1.29437e-08
-2.31885e+11;1.29443e-08
-2.31855e+11;1.29448e-08
-2.31826e+11;1.29453e-08
-2.31797e+11;1.29458e-08
-2.31768e+11;1.29464e-08
-2.31738e+11;1.29469e-08
-2.31709e+11;1.29474e-08
-2.3168e+11;1.29479e-08
-2.3165e+11;1.29484e-08
-2.31621e+11;1.2949e-08
-2.31592e+11;1.29495e-08
-2.31562e+11;1.295e-08
-2.31533e+11;1.29505e-08
-2.31504e+11;1.2951e-08
-2.31475e+11;1.29516e-08
-2.31445e+11;1.29521e-08
-2.31416e+11;1.29526e-08
-2.31387e+11;1.29531e-08
-2.31357e+11;1.29536e-08
-2.31328e+11;1.29542e-08
-2.31299e+11;1.29547e-08
-2.3127e+11;1.29552e-08
-2.3124e+11;1.29557e-08
-2.31211e+11;1.29563e-08
-2.31182e+11;1.29568e-08
-2.31152e+11;1.29573e-08
-2.31123e+11;1.29578e-08
-2.31094e+11;1.29583e-08
-2.31064e+11;1.29589e-08
-2.31035e+11;1.29594e-08
-2.31006e+11;1.29599e-08
-2.30977e+11;1.29604e-08
-2.30947e+11;1.29609e-08
-2.30918e+11;1.29615e-08
-2.30889e+11;1.2962e-08
-2.30859e+11;1.29625e-08
-2.3083e+11;1.2963e-08
-2.30801e+11;1.29635e-08
-2.30771e+11;1.29641e-08
-2.30742e+11;1.29646e-08
-2.30713e+11;1.29651e-08
-2.30684e+11;1.29656e-08
-2.30654e+11;1.29661e-08
-2.30625e+11;1.29667e-08
-2.30596e+11;1.29672e-08
-2.30566e+11;1.29677e-08
-2.30537e+11;1.29682e-08
-2.30508e+11;1.29687e-08
-2.30479e+11;1.29693e-08
-2.30449e+11;1.29698e-08
-2.3042e+11;1.29703e-08
-2.30391e+11;1.29708e-08
-2.30361e+11;1.29714e-08
-2.30332e+11;1.29719e-08
-2.30303e+11;1.29724e-08
-2.30273e+11;1.29729e-08
-2.30244e+11;1.29734e-08
-2.30215e+11;1.2974e-08
-2.30186e+11;1.29745e-08
-2.30156e+11;1.2975e-08
-2.30127e+11;1.29755e-08
-2.30098e+11;1.2976e-08
-2.30068e+11;1.29766e-08
-2.30039e+11;1.29771e-08
-2.3001e+11;1.29776e-08
-2.2998e+11;1.29781e-08
-2.29951e+11;1.29786e-08
-2.29922e+11;1.29792e-08
-2.29893e+11;1.29797e-08
-2.29863e+11;1.29802e-08
-2.29834e+11;1.29807e-08
-2.29805e+11;1.29813e-08
-2.29775e+11;1.29818e-08
-2.29746e+11;1.29823e-08
-2.29717e+11;1.29828e-08
-2.29688e+11;1.29833e-08
-2.29658e+11;1.29839e-08
-2.29629e+11;1.29844e-08
-2.296e+11;1.29849e-08
-2.2957e+11;1.29854e-08
-2.29541e+11;1.29859e-08
-2.29512e+11;1.29865e-08
-2.29482e+11;1.2987e-08
-2.29453e+11;1.29875e-08
-2.29424e+11;1.2988e-08
-2.29395e+11;1.29885e-08
-2.29365e+11;1.29891e-08
-2.29336e+11;1.29896e-08
-2.29307e+11;1.29901e-08
-2.29277e+11;1.29906e-08
-2.29248e+11;1.29911e-08
-2.29219e+11;1.29917e-08
-2.29189e+11;1.29922e-08
-2.2916e+11;1.29927e-08
-2.29131e+11;1.29932e-08
-2.29102e+11;1.29938e-08
-2.29072e+11;1.29943e-08
-2.29043e+11;1.29948e-08
-2.29014e+11;1.29953e-08
-2.28984e+11;1.29958e-08
-2.28955e+11;1.29964e-08
-2.28926e+11;1.29969e-08
-2.28896e+11;1.29974e-08
-2.28867e+11;1.29979e-08
-2.28838e+11;1.29984e-08
-2.28809e+11;1.2999e-08
-2.28779e+11;1.29995e-08
-2.2875e+11;1.3e-08
-2.28721e+11;1.30005e-08
-2.28691e+11;1.3001e-08
-2.28662e+11;1.30016e-08
-2.28633e+11;1.30021e-08
-2.28604e+11;1.30026e-08
-2.28574e+11;1.30031e-08
-2.28545e+11;1.30036e-08
-2.28516e+11;1.30042e-08
-2.28486e+11;1.30047e-08
-2.28457e+11;1.30052e-08
-2.28428e+11;1.30057e-08
-2.28398e+11;1.30063e-08
-2.28369e+11;1.30068e-08
-2.2834e+11;1.30073e-08
-2.28311e+11;1.30078e-08
-2.28281e+11;1.30083e-08
-2.28252e+11;1.30089e-08
-2.28223e+11;1.30094e-08
-2.28193e+11;1.30099e-08
-2.28164e+11;1.30104e-08
-2.28135e+11;1.30109e-08
-2.28105e+11;1.30115e-08
-2.28076e+11;1.3012e-08
-2.28047e+11;1.30125e-08
-2.28018e+11;1.3013e-08
-2.27988e+11;1.30135e-08
-2.27959e+11;1.30141e-08
-2.2793e+11;1.30146e-08
-2.279e+11;1.30151e-08
-2.27871e+11;1.30156e-08
-2.27842e+11;1.30161e-08
-2.27812e+11;1.30167e-08
-2.27783e+11;1.30172e-08
-2.27754e+11;1.30177e-08
-2.27725e+11;1.30182e-08
-2.27695e+11;1.30188e-08
-2.27666e+11;1.30193e-08
-2.27637e+11;1.30198e-08
-2.27607e+11;1.30203e-08
-2.27578e+11;1.30208e-08
-2.27549e+11;1.30214e-08
-2.2752e+11;1.30219e-08
-2.2749e+11;1.30224e-08
-2.27461e+11;1.30229e-08
-2.27432e+11;1.30234e-08
-2.27402e+11;1.3024e-08
-2.27373e+11;1.30245e-08
-2.27344e+11;1.3025e-08
-2.27314e+11;1.30255e-08
-2.27285e+11;1.3026e-08
-2.27256e+11;1.30266e-08
-2.27227e+11;1.30271e-08
-2.27197e+11;1.30276e-08
-2.27168e+11;1.30281e-08
-2.27139e+11;1.30286e-08
-2.27109e+11;1.30292e-08
-2.2708e+11;1.30297e-08
-2.27051e+11;1.30302e-08
-2.27021e+11;1.30307e-08
-2.26992e+11;1.30313e-08
-2.26963e+11;1.30318e-08
-2.26934e+11;1.30323e-08
-2.26904e+11;1.30328e-08
-2.26875e+11;1.30333e-08
-2.26846e+11;1.30339e-08
-2.26816e+11;1.30344e-08
-2.26787e+11;1.30349e-08
-2.26758e+11;1.30354e-08
-2.26729e+11;1.30359e-08
-2.26699e+11;1.30365e-08
-2.2667e+11;1.3037e-08
-2.26641e+11;1.30375e-08
-2.26611e+11;1.3038e-08
-2.26582e+11;1.30385e-08
-2.26553e+11;1.30391e-08
-2.26523e+11;1.30396e-08
-2.26494e+11;1.30401e-08
-2.26465e+11;1.30406e-08
-2.26436e+11;1.30411e-08
-2.26406e+11;1.30417e-08
-2.26377e+11;1.30422e-08
-2.26348e+11;1.30427e-08
-2.26318e+11;1.30432e-08
-2.26289e+11;1.30438e-08
-2.2626e+11;1.30443e-08
-2.2623e+11;1.30448e-08
-2.26201e+11;1.30453e-08
-2.26172e+11;1.30458e-08
-2.26143e+11;1.30464e-08
-2.26113e+11;1.30469e-08
-2.26084e+11;1.30474e-08
-2.26055e+11;1.30479e-08
-2.26025e+11;1.30484e-08
-2.25996e+11;1.3049e-08
-2.25967e+11;1.30495e-08
-2.25938e+11;1.305e-08
-2.25908e+11;1.30505e-08
-2.25879e+11;1.3051e-08
-2.2585e+11;1.30516e-08
-2.2582e+11;1.30521e-08
-2.25791e+11;1.30526e-08
-2.25762e+11;1.30531e-08
-2.25732e+11;1.30536e-08
-2.25703e+11;1.30542e-08
-2.25674e+11;1.30547e-08
-2.25645e+11;1.30552e-08
-2.25615e+11;1.30557e-08
-2.25586e+11;1.30562e-08
-2.25557e+11;1.30568e-08
-2.25527e+11;1.30573e-08
-2.25498e+11;1.30578e-08
-2.25469e+11;1.30583e-08
-2.25439e+11;1.30589e-08
-2.2541e+11;1.30594e-08
-2.25381e+11;1.30599e-08
-2.25352e+11;1.30604e-08
-2.25322e+11;1.30609e-08
-2.25293e+11;1.30615e-08
-2.25264e+11;1.3062e-08
-2.25234e+11;1.30625e-08
-2.25205e+11;1.3063e-08
-2.25176e+11;1.30635e-08
-2.25146e+11;1.30641e-08
-2.25117e+11;1.30646e-08
-2.25088e+11;1.30651e-08
-2.25059e+11;1.30656e-08
-2.25029e+11;1.30661e-08
-2.25e+11;1.30667e-08
-2.24971e+11;1.30672e-08
-2.24941e+11;1.30677e-08
-2.24912e+11;1.30682e-08
-2.24883e+11;1.30688e-08
-2.24854e+11;1.30693e-08
-2.24824e+11;1.30698e-08
-2.24795e+11;1.30703e-08
-2.24766e+11;1.30708e-08
-2.24736e+11;1.30714e-08
-2.24707e+11;1.30719e-08
-2.24678e+11;1.30724e-08
-2.24648e+11;1.30729e-08
-2.24619e+11;1.30734e-08
-2.2459e+11;1.3074e-08
-2.24561e+11;1.30745e-08
-2.24531e+11;1.3075e-08
-2.24502e+11;1.30755e-08
-2.24473e+11;1.3076e-08
-2.24443e+11;1.30766e-08
-2.24414e+11;1.30771e-08
-2.24385e+11;1.30776e-08
-2.24355e+11;1.30781e-08
-2.24326e+11;1.30786e-08
-2.24297e+11;1.30792e-08
-2.24268e+11;1.30797e-08
-2.24238e+11;1.30802e-08
-2.24209e+11;1.30807e-08
-2.2418e+11;1.30813e-08
-2.2415e+11;1.30818e-08
-2.24121e+11;1.30823e-08
-2.24092e+11;1.30828e-08
-2.24062e+11;1.30833e-08
-2.24033e+11;1.30839e-08
-2.24004e+11;1.30844e-08
-2.23975e+11;1.30849e-08
-2.23945e+11;1.30854e-08
-2.23916e+11;1.30859e-08
-2.23887e+11;1.30865e-08
-2.23857e+11;1.3087e-08
-2.23828e+11;1.30875e-08
-2.23799e+11;1.3088e-08
-2.2377e+11;1.30885e-08
-2.2374e+11;1.30891e-08
-2.23711e+11;1.30896e-08
-2.23682e+11;1.30901e-08
-2.23652e+11;1.30906e-08
-2.23623e+11;1.30911e-08
-2.23594e+11;1.30917e-08
-2.23564e+11;1.30922e-08
-2.23535e+11;1.30927e-08
-2.23506e+11;1.30932e-08
-2.23477e+11;1.30938e-08
-2.23447e+11;1.30943e-08
-2.23418e+11;1.30948e-08
-2.23389e+11;1.30953e-08
-2.23359e+11;1.30958e-08
-2.2333e+11;1.30964e-08
-2.23301e+11;1.30969e-08
-2.23271e+11;1.30974e-08
-2.23242e+11;1.30979e-08
-2.23213e+11;1.30984e-08
-2.23184e+11;1.3099e-08
-2.23154e+11;1.30995e-08
-2.23125e+11;1.31e-08
-2.23096e+11;1.31005e-08
-2.23066e+11;1.3101e-08
-2.23037e+11;1.31016e-08
-2.23008e+11;1.31021e-08
-2.22979e+11;1.31026e-08
-2.22949e+11;1.31031e-08
-2.2292e+11;1.31036e-08
-2.22891e+11;1.31042e-08
-2.22861e+11;1.31047e-08
-2.22832e+11;1.31052e-08
-2.22803e+11;1.31057e-08
-2.22773e+11;1.31063e-08
-2.22744e+11;1.31068e-08
-2.22715e+11;1.31073e-08
-2.22686e+11;1.31078e-08
-2.22656e+11;1.31083e-08
-2.22627e+11;1.31089e-08
-2.22598e+11;1.31094e-08
-2.22568e+11;1.31099e-08
-2.22539e+11;1.31104e-08
-2.2251e+11;1.31109e-08
-2.2248e+11;1.31115e-08
-2.22451e+11;1.3112e-08
-2.22422e+11;1.31125e-08
-2.22393e+11;1.3113e-08
-2.22363e+11;1.31135e-08
-2.22334e+11;1.31141e-08
-2.22305e+11;1.31146e-08
-2.22275e+11;1.31151e-08
-2.22246e+11;1.31156e-08
-2.22217e+11;1.31161e-08
-2.22188e+11;1.31167e-08
-2.22158e+11;1.31172e-08
-2.22129e+11;1.31177e-08
-2.221e+11;1.31182e-08
-2.2207e+11;1.31188e-08
-2.22041e+11;1.31193e-08
-2.22012e+11;1.31198e-08
-2.21982e+11;1.31203e-08
-2.21953e+11;1.31208e-08
-2.21924e+11;1.31214e-08
-2.21895e+11;1.31219e-08
-2.21865e+11;1.31224e-08
-2.21836e+11;1.31229e-08
-2.21807e+11;1.31234e-08
-2.21777e+11;1.3124e-08
-2.21748e+11;1.31245e-08
-2.21719e+11;1.3125e-08
-2.21689e+11;1.31255e-08
-2.2166e+11;1.3126e-08
-2.21631e+11;1.31266e-08
-2.21602e+11;1.31271e-08
-2.21572e+11;1.31276e-08
-2.21543e+11;1.31281e-08
-2.21514e+11;1.31286e-08
-2.21484e+11;1.31292e-08
-2.21455e+11;1.31297e-08
-2.21426e+11;1.31302e-08
-2.21396e+11;1.31307e-08
-2.21367e+11;1.31313e-08
-2.21338e+11;1.31318e-08
-2.21309e+11;1.31323e-08
-2.21279e+11;1.31328e-08
-2.2125e+11;1.31333e-08
-2.21221e+11;1.31339e-08
-2.21191e+11;1.31344e-08
-2.21162e+11;1.31349e-08
-2.21133e+11;1.31354e-08
-2.21104e+11;1.31359e-08
-2.21074e+11;1.31365e-08
-2.21045e+11;1.3137e-08
-2.21016e+11;1.31375e-08
-2.20986e+11;1.3138e-08
-2.20957e+11;1.31385e-08
-2.20928e+11;1.31391e-08
-2.20898e+11;1.31396e-08
-2.20869e+11;1.31401e-08
-2.2084e+11;1.31406e-08
-2.20811e+11;1.31411e-08
-2.20781e+11;1.31417e-08
-2.20752e+11;1.31422e-08
-2.20723e+11;1.31427e-08
-2.20693e+11;1.31432e-08
-2.20664e+11;1.31437e-08
-2.20635e+11;1.31443e-08
-2.20605e+11;1.31448e-08
-2.20576e+11;1.31453e-08
-2.20547e+11;1.31458e-08
-2.20518e+11;1.31464e-08
-2.20488e+11;1.31469e-08
-2.20459e+11;1.31474e-08
-2.2043e+11;1.31479e-08
-2.204e+11;1.31484e-08
-2.20371e+11;1.3149e-08
-2.20342e+11;1.31495e-08
-2.20312e+11;1.315e-08
-2.20283e+11;1.31505e-08
-2.20254e+11;1.3151e-08
-2.20225e+11;1.31516e-08
-2.20195e+11;1.31521e-08
-2.20166e+11;1.31526e-08
-2.20137e+11;1.31531e-08
-2.20107e+11;1.31536e-08
-2.20078e+11;1.31542e-08
-2.20049e+11;1.31547e-08
-2.2002e+11;1.31552e-08
-2.1999e+11;1.31557e-08
-2.19961e+11;1.31563e-08
-2.19932e+11;1.31568e-08
-2.19902e+11;1.31573e-08
-2.19873e+11;1.31578e-08
-2.19844e+11;1.31583e-08
-2.19814e+11;1.31589e-08
-2.19785e+11;1.31594e-08
-2.19756e+11;1.31599e-08
-2.19727e+11;1.31604e-08
-2.19697e+11;1.31609e-08
-2.19668e+11;1.31615e-08
-2.19639e+11;1.3162e-08
-2.19609e+11;1.31625e-08
-2.1958e+11;1.3163e-08
-2.19551e+11;1.31635e-08
-2.19521e+11;1.31641e-08
-2.19492e+11;1.31646e-08
-2.19463e+11;1.31651e-08
-2.19434e+11;1.31656e-08
-2.19404e+11;1.31661e-08
-2.19375e+11;1.31667e-08
-2.19346e+11;1.31672e-08
-2.19316e+11;1.31677e-08
-2.19287e+11;1.31682e-08
-2.19258e+11;1.31688e-08
-2.19229e+11;1.31693e-08
-2.19199e+11;1.31698e-08
-2.1917e+11;1.31703e-08
-2.19141e+11;1.31708e-08
-2.19111e+11;1.31714e-08
-2.19082e+11;1.31719e-08
-2.19053e+11;1.31724e-08
-2.19023e+11;1.31729e-08
-2.18994e+11;1.31734e-08
-2.18965e+11;1.3174e-08
-2.18936e+11;1.31745e-08
-2.18906e+11;1.3175e-08
-2.18877e+11;1.31755e-08
-2.18848e+11;1.3176e-08
-2.18818e+11;1.31766e-08
-2.18789e+11;1.31771e-08
-2.1876e+11;1.31776e-08
-2.1873e+11;1.31781e-08
-2.18701e+11;1.31786e-08
-2.18672e+11;1.31792e-08
-2.18643e+11;1.31797e-08
-2.18613e+11;1.31802e-08
-2.18584e+11;1.31807e-08
-2.18555e+11;1.31813e-08
-2.18525e+11;1.31818e-08
-2.18496e+11;1.31823e-08
-2.18467e+11;1.31828e-08
-2.18438e+11;1.31833e-08
-2.18408e+11;1.31839e-08
-2.18379e+11;1.31844e-08
-2.1835e+11;1.31849e-08
-2.1832e+11;1.31854e-08
-2.18291e+11;1.31859e-08
-2.18262e+11;1.31865e-08
-2.18232e+11;1.3187e-08
-2.18203e+11;1.31875e-08
-2.18174e+11;1.3188e-08
-2.18145e+11;1.31885e-08
-2.18115e+11;1.31891e-08
-2.18086e+11;1.31896e-08
-2.18057e+11;1.31901e-08
-2.18027e+11;1.31906e-08
-2.17998e+11;1.31911e-08
-2.17969e+11;1.31917e-08
-2.17939e+11;1.31922e-08
-2.1791e+11;1.31927e-08
-2.17881e+11;1.31932e-08
-2.17852e+11;1.31938e-08
-2.17822e+11;1.31943e-08
-2.17793e+11;1.31948e-08
-2.17764e+11;1.31953e-08
-2.17734e+11;1.31958e-08
-2.17705e+11;1.31964e-08
-2.17676e+11;1.31969e-08
-2.17646e+11;1.31974e-08
-2.17617e+11;1.31979e-08
-2.17588e+11;1.31984e-08
-2.17559e+11;1.3199e-08
-2.17529e+11;1.31995e-08
-2.175e+11;1.32e-08
-2.17471e+11;1.32005e-08
-2.17441e+11;1.3201e-08
-2.17412e+11;1.32016e-08
-2.17383e+11;1.32021e-08
-2.17354e+11;1.32026e-08
-2.17324e+11;1.32031e-08
-2.17295e+11;1.32036e-08
-2.17266e+11;1.32042e-08
-2.17236e+11;1.32047e-08
-2.17207e+11;1.32052e-08
-2.17178e+11;1.32057e-08
-2.17148e+11;1.32063e-08
-2.17119e+11;1.32068e-08
-2.1709e+11;1.32073e-08
-2.17061e+11;1.32078e-08
-2.17031e+11;1.32083e-08
-2.17002e+11;1.32089e-08
-2.16973e+11;1.32094e-08
-2.16943e+11;1.32099e-08
-2.16914e+11;1.32104e-08
-2.16885e+11;1.32109e-08
-2.16855e+11;1.32115e-08
-2.16826e+11;1.3212e-08
-2.16797e+11;1.32125e-08
-2.16768e+11;1.3213e-08
-2.16738e+11;1.32135e-08
-2.16709e+11;1.32141e-08
-2.1668e+11;1.32146e-08
-2.1665e+11;1.32151e-08
-2.16621e+11;1.32156e-08
-2.16592e+11;1.32161e-08
-2.16562e+11;1.32167e-08
-2.16533e+11;1.32172e-08
-2.16504e+11;1.32177e-08
-2.16475e+11;1.32182e-08
-2.16445e+11;1.32188e-08
-2.16416e+11;1.32193e-08
-2.16387e+11;1.32198e-08
-2.16357e+11;1.32203e-08
-2.16328e+11;1.32208e-08
-2.16299e+11;1.32214e-08
-2.1627e+11;1.32219e-08
-2.1624e+11;1.32224e-08
-2.16211e+11;1.32229e-08
-2.16182e+11;1.32234e-08
-2.16152e+11;1.3224e-08
-2.16123e+11;1.32245e-08
-2.16094e+11;1.3225e-08
-2.16064e+11;1.32255e-08
-2.16035e+11;1.3226e-08
-2.16006e+11;1.32266e-08
-2.15977e+11;1.32271e-08
-2.15947e+11;1.32276e-08
-2.15918e+11;1.32281e-08
-2.15889e+11;1.32286e-08
-2.15859e+11;1.32292e-08
-2.1583e+11;1.32297e-08
-2.15801e+11;1.32302e-08
-2.15771e+11;1.32307e-08
-2.15742e+11;1.32312e-08
-2.15713e+11;1.32318e-08
-2.15684e+11;1.32323e-08
-2.15654e+11;1.32328e-08
-2.15625e+11;1.32333e-08
-2.15596e+11;1.32339e-08
-2.15566e+11;1.32344e-08
-2.15537e+11;1.32349e-08
-2.15508e+11;1.32354e-08
-2.15479e+11;1.32359e-08
-2.15449e+11;1.32365e-08
-2.1542e+11;1.3237e-08
-2.15391e+11;1.32375e-08
-2.15361e+11;1.3238e-08
-2.15332e+11;1.32385e-08
-2.15303e+11;1.32391e-08
-2.15273e+11;1.32396e-08
-2.15244e+11;1.32401e-08
-2.15215e+11;1.32406e-08
-2.15186e+11;1.32411e-08
-2.15156e+11;1.32417e-08
-2.15127e+11;1.32422e-08
-2.15098e+11;1.32427e-08
-2.15068e+11;1.32432e-08
-2.15039e+11;1.32438e-08
-2.1501e+11;1.32443e-08
-2.1498e+11;1.32448e-08
-2.14951e+11;1.32453e-08
-2.14922e+11;1.32458e-08
-2.14893e+11;1.32464e-08
-2.14863e+11;1.32469e-08
-2.14834e+11;1.32474e-08
-2.14805e+11;1.32479e-08
-2.14775e+11;1.32484e-08
-2.14746e+11;1.3249e-08
-2.14717e+11;1.32495e-08
-2.14688e+11;1.325e-08
-2.14658e+11;1.32505e-08
-2.14629e+11;1.3251e-08
-2.146e+11;1.32516e-08
-2.1457e+11;1.32521e-08
-2.14541e+11;1.32526e-08
-2.14512e+11;1.32531e-08
-2.14482e+11;1.32536e-08
-2.14453e+11;1.32542e-08
-2.14424e+11;1.32547e-08
-2.14395e+11;1.32552e-08
-2.14365e+11;1.32557e-08
-2.14336e+11;1.32563e-08
-2.14307e+11;1.32568e-08
-2.14277e+11;1.32573e-08
-2.14248e+11;1.32578e-08
-2.14219e+11;1.32583e-08
-2.14189e+11;1.32589e-08
-2.1416e+11;1.32594e-08
-2.14131e+11;1.32599e-08
-2.14102e+11;1.32604e-08
-2.14072e+11;1.32609e-08
-2.14043e+11;1.32615e-08
-2.14014e+11;1.3262e-08
-2.13984e+11;1.32625e-08
-2.13955e+11;1.3263e-08
-2.13926e+11;1.32635e-08
-2.13896e+11;1.32641e-08
-2.13867e+11;1.32646e-08
-2.13838e+11;1.32651e-08
-2.13809e+11;1.32656e-08
-2.13779e+11;1.32661e-08
-2.1375e+11;1.32667e-08
-2.13721e+11;1.32672e-08
-2.13691e+11;1.32677e-08
-2.13662e+11;1.32682e-08
-2.13633e+11;1.32688e-08
-2.13604e+11;1.32693e-08
-2.13574e+11;1.32698e-08
-2.13545e+11;1.32703e-08
-2.13516e+11;1.32708e-08
-2.13486e+11;1.32714e-08
-2.13457e+11;1.32719e-08
-2.13428e+11;1.32724e-08
-2.13398e+11;1.32729e-08
-2.13369e+11;1.32734e-08
-2.1334e+11;1.3274e-08
-2.13311e+11;1.32745e-08
-2.13281e+11;1.3275e-08
-2.13252e+11;1.32755e-08
-2.13223e+11;1.3276e-08
-2.13193e+11;1.32766e-08
-2.13164e+11;1.32771e-08
-2.13135e+11;1.32776e-08
-2.13105e+11;1.32781e-08
-2.13076e+11;1.32786e-08
-2.13047e+11;1.32792e-08
-2.13018e+11;1.32797e-08
-2.12988e+11;1.32802e-08
-2.12959e+11;1.32807e-08
-2.1293e+11;1.32813e-08
-2.129e+11;1.32818e-08
-2.12871e+11;1.32823e-08
-2.12842e+11;1.32828e-08
-2.12812e+11;1.32833e-08
-2.12783e+11;1.32839e-08
-2.12754e+11;1.32844e-08
-2.12725e+11;1.32849e-08
-2.12695e+11;1.32854e-08
-2.12666e+11;1.32859e-08
-2.12637e+11;1.32865e-08
-2.12607e+11;1.3287e-08
-2.12578e+11;1.32875e-08
-2.12549e+11;1.3288e-08
-2.1252e+11;1.32885e-08
-2.1249e+11;1.32891e-08
-2.12461e+11;1.32896e-08
-2.12432e+11;1.32901e-08
-2.12402e+11;1.32906e-08
-2.12373e+11;1.32911e-08
-2.12344e+11;1.32917e-08
-2.12314e+11;1.32922e-08
-2.12285e+11;1.32927e-08
-2.12256e+11;1.32932e-08
-2.12227e+11;1.32938e-08
-2.12197e+11;1.32943e-08
-2.12168e+11;1.32948e-08
-2.12139e+11;1.32953e-08
-2.12109e+11;1.32958e-08
-2.1208e+11;1.32964e-08
-2.12051e+11;1.32969e-08
-2.12021e+11;1.32974e-08
-2.11992e+11;1.32979e-08
-2.11963e+11;1.32984e-08
-2.11934e+11;1.3299e-08
-2.11904e+11;1.32995e-08
-2.11875e+11;1.33e-08
-2.11846e+11;1.33005e-08
-2.11816e+11;1.3301e-08
-2.11787e+11;1.33016e-08
-2.11758e+11;1.33021e-08
-2.11729e+11;1.33026e-08
-2.11699e+11;1.33031e-08
-2.1167e+11;1.33036e-08
-2.11641e+11;1.33042e-08
-2.11611e+11;1.33047e-08
-2.11582e+11;1.33052e-08
-2.11553e+11;1.33057e-08
-2.11523e+11;1.33063e-08
-2.11494e+11;1.33068e-08
-2.11465e+11;1.33073e-08
-2.11436e+11;1.33078e-08
-2.11406e+11;1.33083e-08
-2.11377e+11;1.33089e-08
-2.11348e+11;1.33094e-08
-2.11318e+11;1.33099e-08
-2.11289e+11;1.33104e-08
-2.1126e+11;1.33109e-08
-2.1123e+11;1.33115e-08
-2.11201e+11;1.3312e-08
-2.11172e+11;1.33125e-08
-2.11143e+11;1.3313e-08
-2.11113e+11;1.33135e-08
-2.11084e+11;1.33141e-08
-2.11055e+11;1.33146e-08
-2.11025e+11;1.33151e-08
-2.10996e+11;1.33156e-08
-2.10967e+11;1.33161e-08
-2.10938e+11;1.33167e-08
-2.10908e+11;1.33172e-08
-2.10879e+11;1.33177e-08
-2.1085e+11;1.33182e-08
-2.1082e+11;1.33187e-08
-2.10791e+11;1.33193e-08
-2.10762e+11;1.33198e-08
-2.10732e+11;1.33203e-08
-2.10703e+11;1.33208e-08
-2.10674e+11;1.33214e-08
-2.10645e+11;1.33219e-08
-2.10615e+11;1.33224e-08
-2.10586e+11;1.33229e-08
-2.10557e+11;1.33234e-08
-2.10527e+11;1.3324e-08
-2.10498e+11;1.33245e-08
-2.10469e+11;1.3325e-08
-2.10439e+11;1.33255e-08
-2.1041e+11;1.3326e-08
-2.10381e+11;1.33266e-08
-2.10352e+11;1.33271e-08
-2.10322e+11;1.33276e-08
-2.10293e+11;1.33281e-08
-2.10264e+11;1.33286e-08
-2.10234e+11;1.33292e-08
-2.10205e+11;1.33297e-08
