Parameters transmitter:
Bitrate: 960
Baudrate: 240
Bits per symbol: 4
Modulation: DP_QPSK
N bits: 32768
N samples: 65536
N samples per bits: 2
N samples per sym: 8
N symbols: 8192
df: 2.92969e+07
dt: 5.20833e-13

 f[i] ; t[i] 
-8.59805e+11;1.78125e-09
-8.59775e+11;1.78177e-09
-8.59746e+11;1.78229e-09
-8.59717e+11;1.78281e-09
-8.59688e+11;1.78333e-09
-8.59658e+11;1.78385e-09
-8.59629e+11;1.78438e-09
-8.596e+11;1.7849e-09
-8.5957e+11;1.78542e-09
-8.59541e+11;1.78594e-09
-8.59512e+11;1.78646e-09
-8.59482e+11;1.78698e-09
-8.59453e+11;1.7875e-09
-8.59424e+11;1.78802e-09
-8.59395e+11;1.78854e-09
-8.59365e+11;1.78906e-09
-8.59336e+11;1.78958e-09
-8.59307e+11;1.7901e-09
-8.59277e+11;1.79063e-09
-8.59248e+11;1.79115e-09
-8.59219e+11;1.79167e-09
-8.59189e+11;1.79219e-09
-8.5916e+11;1.79271e-09
-8.59131e+11;1.79323e-09
-8.59102e+11;1.79375e-09
-8.59072e+11;1.79427e-09
-8.59043e+11;1.79479e-09
-8.59014e+11;1.79531e-09
-8.58984e+11;1.79583e-09
-8.58955e+11;1.79635e-09
-8.58926e+11;1.79688e-09
-8.58896e+11;1.7974e-09
-8.58867e+11;1.79792e-09
-8.58838e+11;1.79844e-09
-8.58809e+11;1.79896e-09
-8.58779e+11;1.79948e-09
-8.5875e+11;1.8e-09
-8.58721e+11;1.80052e-09
-8.58691e+11;1.80104e-09
-8.58662e+11;1.80156e-09
-8.58633e+11;1.80208e-09
-8.58604e+11;1.8026e-09
-8.58574e+11;1.80313e-09
-8.58545e+11;1.80365e-09
-8.58516e+11;1.80417e-09
-8.58486e+11;1.80469e-09
-8.58457e+11;1.80521e-09
-8.58428e+11;1.80573e-09
-8.58398e+11;1.80625e-09
-8.58369e+11;1.80677e-09
-8.5834e+11;1.80729e-09
-8.58311e+11;1.80781e-09
-8.58281e+11;1.80833e-09
-8.58252e+11;1.80885e-09
-8.58223e+11;1.80938e-09
-8.58193e+11;1.8099e-09
-8.58164e+11;1.81042e-09
-8.58135e+11;1.81094e-09
-8.58105e+11;1.81146e-09
-8.58076e+11;1.81198e-09
-8.58047e+11;1.8125e-09
-8.58018e+11;1.81302e-09
-8.57988e+11;1.81354e-09
-8.57959e+11;1.81406e-09
-8.5793e+11;1.81458e-09
-8.579e+11;1.8151e-09
-8.57871e+11;1.81563e-09
-8.57842e+11;1.81615e-09
-8.57812e+11;1.81667e-09
-8.57783e+11;1.81719e-09
-8.57754e+11;1.81771e-09
-8.57725e+11;1.81823e-09
-8.57695e+11;1.81875e-09
-8.57666e+11;1.81927e-09
-8.57637e+11;1.81979e-09
-8.57607e+11;1.82031e-09
-8.57578e+11;1.82083e-09
-8.57549e+11;1.82135e-09
-8.5752e+11;1.82187e-09
-8.5749e+11;1.8224e-09
-8.57461e+11;1.82292e-09
-8.57432e+11;1.82344e-09
-8.57402e+11;1.82396e-09
-8.57373e+11;1.82448e-09
-8.57344e+11;1.825e-09
-8.57314e+11;1.82552e-09
-8.57285e+11;1.82604e-09
-8.57256e+11;1.82656e-09
-8.57227e+11;1.82708e-09
-8.57197e+11;1.8276e-09
-8.57168e+11;1.82813e-09
-8.57139e+11;1.82865e-09
-8.57109e+11;1.82917e-09
-8.5708e+11;1.82969e-09
-8.57051e+11;1.83021e-09
-8.57021e+11;1.83073e-09
-8.56992e+11;1.83125e-09
-8.56963e+11;1.83177e-09
-8.56934e+11;1.83229e-09
-8.56904e+11;1.83281e-09
-8.56875e+11;1.83333e-09
-8.56846e+11;1.83385e-09
-8.56816e+11;1.83438e-09
-8.56787e+11;1.8349e-09
-8.56758e+11;1.83542e-09
-8.56729e+11;1.83594e-09
-8.56699e+11;1.83646e-09
-8.5667e+11;1.83698e-09
-8.56641e+11;1.8375e-09
-8.56611e+11;1.83802e-09
-8.56582e+11;1.83854e-09
-8.56553e+11;1.83906e-09
-8.56523e+11;1.83958e-09
-8.56494e+11;1.8401e-09
-8.56465e+11;1.84063e-09
-8.56436e+11;1.84115e-09
-8.56406e+11;1.84167e-09
-8.56377e+11;1.84219e-09
-8.56348e+11;1.84271e-09
-8.56318e+11;1.84323e-09
-8.56289e+11;1.84375e-09
-8.5626e+11;1.84427e-09
-8.5623e+11;1.84479e-09
-8.56201e+11;1.84531e-09
-8.56172e+11;1.84583e-09
-8.56143e+11;1.84635e-09
-8.56113e+11;1.84687e-09
-8.56084e+11;1.8474e-09
-8.56055e+11;1.84792e-09
-8.56025e+11;1.84844e-09
-8.55996e+11;1.84896e-09
-8.55967e+11;1.84948e-09
-8.55938e+11;1.85e-09
-8.55908e+11;1.85052e-09
-8.55879e+11;1.85104e-09
-8.5585e+11;1.85156e-09
-8.5582e+11;1.85208e-09
-8.55791e+11;1.8526e-09
-8.55762e+11;1.85313e-09
-8.55732e+11;1.85365e-09
-8.55703e+11;1.85417e-09
-8.55674e+11;1.85469e-09
-8.55645e+11;1.85521e-09
-8.55615e+11;1.85573e-09
-8.55586e+11;1.85625e-09
-8.55557e+11;1.85677e-09
-8.55527e+11;1.85729e-09
-8.55498e+11;1.85781e-09
-8.55469e+11;1.85833e-09
-8.55439e+11;1.85885e-09
-8.5541e+11;1.85938e-09
-8.55381e+11;1.8599e-09
-8.55352e+11;1.86042e-09
-8.55322e+11;1.86094e-09
-8.55293e+11;1.86146e-09
-8.55264e+11;1.86198e-09
-8.55234e+11;1.8625e-09
-8.55205e+11;1.86302e-09
-8.55176e+11;1.86354e-09
-8.55146e+11;1.86406e-09
-8.55117e+11;1.86458e-09
-8.55088e+11;1.8651e-09
-8.55059e+11;1.86562e-09
-8.55029e+11;1.86615e-09
-8.55e+11;1.86667e-09
-8.54971e+11;1.86719e-09
-8.54941e+11;1.86771e-09
-8.54912e+11;1.86823e-09
-8.54883e+11;1.86875e-09
-8.54854e+11;1.86927e-09
-8.54824e+11;1.86979e-09
-8.54795e+11;1.87031e-09
-8.54766e+11;1.87083e-09
-8.54736e+11;1.87135e-09
-8.54707e+11;1.87188e-09
-8.54678e+11;1.8724e-09
-8.54648e+11;1.87292e-09
-8.54619e+11;1.87344e-09
-8.5459e+11;1.87396e-09
-8.54561e+11;1.87448e-09
-8.54531e+11;1.875e-09
-8.54502e+11;1.87552e-09
-8.54473e+11;1.87604e-09
-8.54443e+11;1.87656e-09
-8.54414e+11;1.87708e-09
-8.54385e+11;1.8776e-09
-8.54355e+11;1.87813e-09
-8.54326e+11;1.87865e-09
-8.54297e+11;1.87917e-09
-8.54268e+11;1.87969e-09
-8.54238e+11;1.88021e-09
-8.54209e+11;1.88073e-09
-8.5418e+11;1.88125e-09
-8.5415e+11;1.88177e-09
-8.54121e+11;1.88229e-09
-8.54092e+11;1.88281e-09
-8.54062e+11;1.88333e-09
-8.54033e+11;1.88385e-09
-8.54004e+11;1.88438e-09
-8.53975e+11;1.8849e-09
-8.53945e+11;1.88542e-09
-8.53916e+11;1.88594e-09
-8.53887e+11;1.88646e-09
-8.53857e+11;1.88698e-09
-8.53828e+11;1.8875e-09
-8.53799e+11;1.88802e-09
-8.5377e+11;1.88854e-09
-8.5374e+11;1.88906e-09
-8.53711e+11;1.88958e-09
-8.53682e+11;1.8901e-09
-8.53652e+11;1.89063e-09
-8.53623e+11;1.89115e-09
-8.53594e+11;1.89167e-09
-8.53564e+11;1.89219e-09
-8.53535e+11;1.89271e-09
-8.53506e+11;1.89323e-09
-8.53477e+11;1.89375e-09
-8.53447e+11;1.89427e-09
-8.53418e+11;1.89479e-09
-8.53389e+11;1.89531e-09
-8.53359e+11;1.89583e-09
-8.5333e+11;1.89635e-09
-8.53301e+11;1.89688e-09
-8.53271e+11;1.8974e-09
-8.53242e+11;1.89792e-09
-8.53213e+11;1.89844e-09
-8.53184e+11;1.89896e-09
-8.53154e+11;1.89948e-09
-8.53125e+11;1.9e-09
-8.53096e+11;1.90052e-09
-8.53066e+11;1.90104e-09
-8.53037e+11;1.90156e-09
-8.53008e+11;1.90208e-09
-8.52979e+11;1.9026e-09
-8.52949e+11;1.90312e-09
-8.5292e+11;1.90365e-09
-8.52891e+11;1.90417e-09
-8.52861e+11;1.90469e-09
-8.52832e+11;1.90521e-09
-8.52803e+11;1.90573e-09
-8.52773e+11;1.90625e-09
-8.52744e+11;1.90677e-09
-8.52715e+11;1.90729e-09
-8.52686e+11;1.90781e-09
-8.52656e+11;1.90833e-09
-8.52627e+11;1.90885e-09
-8.52598e+11;1.90937e-09
-8.52568e+11;1.9099e-09
-8.52539e+11;1.91042e-09
-8.5251e+11;1.91094e-09
-8.5248e+11;1.91146e-09
-8.52451e+11;1.91198e-09
-8.52422e+11;1.9125e-09
-8.52393e+11;1.91302e-09
-8.52363e+11;1.91354e-09
-8.52334e+11;1.91406e-09
-8.52305e+11;1.91458e-09
-8.52275e+11;1.9151e-09
-8.52246e+11;1.91562e-09
-8.52217e+11;1.91615e-09
-8.52188e+11;1.91667e-09
-8.52158e+11;1.91719e-09
-8.52129e+11;1.91771e-09
-8.521e+11;1.91823e-09
-8.5207e+11;1.91875e-09
-8.52041e+11;1.91927e-09
-8.52012e+11;1.91979e-09
-8.51982e+11;1.92031e-09
-8.51953e+11;1.92083e-09
-8.51924e+11;1.92135e-09
-8.51895e+11;1.92188e-09
-8.51865e+11;1.9224e-09
-8.51836e+11;1.92292e-09
-8.51807e+11;1.92344e-09
-8.51777e+11;1.92396e-09
-8.51748e+11;1.92448e-09
-8.51719e+11;1.925e-09
-8.51689e+11;1.92552e-09
-8.5166e+11;1.92604e-09
-8.51631e+11;1.92656e-09
-8.51602e+11;1.92708e-09
-8.51572e+11;1.9276e-09
-8.51543e+11;1.92813e-09
-8.51514e+11;1.92865e-09
-8.51484e+11;1.92917e-09
-8.51455e+11;1.92969e-09
-8.51426e+11;1.93021e-09
-8.51396e+11;1.93073e-09
-8.51367e+11;1.93125e-09
-8.51338e+11;1.93177e-09
-8.51309e+11;1.93229e-09
-8.51279e+11;1.93281e-09
-8.5125e+11;1.93333e-09
-8.51221e+11;1.93385e-09
-8.51191e+11;1.93438e-09
-8.51162e+11;1.9349e-09
-8.51133e+11;1.93542e-09
-8.51104e+11;1.93594e-09
-8.51074e+11;1.93646e-09
-8.51045e+11;1.93698e-09
-8.51016e+11;1.9375e-09
-8.50986e+11;1.93802e-09
-8.50957e+11;1.93854e-09
-8.50928e+11;1.93906e-09
-8.50898e+11;1.93958e-09
-8.50869e+11;1.9401e-09
-8.5084e+11;1.94063e-09
-8.50811e+11;1.94115e-09
-8.50781e+11;1.94167e-09
-8.50752e+11;1.94219e-09
-8.50723e+11;1.94271e-09
-8.50693e+11;1.94323e-09
-8.50664e+11;1.94375e-09
-8.50635e+11;1.94427e-09
-8.50605e+11;1.94479e-09
-8.50576e+11;1.94531e-09
-8.50547e+11;1.94583e-09
-8.50518e+11;1.94635e-09
-8.50488e+11;1.94688e-09
-8.50459e+11;1.9474e-09
-8.5043e+11;1.94792e-09
-8.504e+11;1.94844e-09
-8.50371e+11;1.94896e-09
-8.50342e+11;1.94948e-09
-8.50312e+11;1.95e-09
-8.50283e+11;1.95052e-09
-8.50254e+11;1.95104e-09
-8.50225e+11;1.95156e-09
-8.50195e+11;1.95208e-09
-8.50166e+11;1.9526e-09
-8.50137e+11;1.95312e-09
-8.50107e+11;1.95365e-09
-8.50078e+11;1.95417e-09
-8.50049e+11;1.95469e-09
-8.5002e+11;1.95521e-09
-8.4999e+11;1.95573e-09
-8.49961e+11;1.95625e-09
-8.49932e+11;1.95677e-09
-8.49902e+11;1.95729e-09
-8.49873e+11;1.95781e-09
-8.49844e+11;1.95833e-09
-8.49814e+11;1.95885e-09
-8.49785e+11;1.95937e-09
-8.49756e+11;1.9599e-09
-8.49727e+11;1.96042e-09
-8.49697e+11;1.96094e-09
-8.49668e+11;1.96146e-09
-8.49639e+11;1.96198e-09
-8.49609e+11;1.9625e-09
-8.4958e+11;1.96302e-09
-8.49551e+11;1.96354e-09
-8.49521e+11;1.96406e-09
-8.49492e+11;1.96458e-09
-8.49463e+11;1.9651e-09
-8.49434e+11;1.96563e-09
-8.49404e+11;1.96615e-09
-8.49375e+11;1.96667e-09
-8.49346e+11;1.96719e-09
-8.49316e+11;1.96771e-09
-8.49287e+11;1.96823e-09
-8.49258e+11;1.96875e-09
-8.49229e+11;1.96927e-09
-8.49199e+11;1.96979e-09
-8.4917e+11;1.97031e-09
-8.49141e+11;1.97083e-09
-8.49111e+11;1.97135e-09
-8.49082e+11;1.97188e-09
-8.49053e+11;1.9724e-09
-8.49023e+11;1.97292e-09
-8.48994e+11;1.97344e-09
-8.48965e+11;1.97396e-09
-8.48936e+11;1.97448e-09
-8.48906e+11;1.975e-09
-8.48877e+11;1.97552e-09
-8.48848e+11;1.97604e-09
-8.48818e+11;1.97656e-09
-8.48789e+11;1.97708e-09
-8.4876e+11;1.9776e-09
-8.4873e+11;1.97813e-09
-8.48701e+11;1.97865e-09
-8.48672e+11;1.97917e-09
-8.48643e+11;1.97969e-09
-8.48613e+11;1.98021e-09
-8.48584e+11;1.98073e-09
-8.48555e+11;1.98125e-09
-8.48525e+11;1.98177e-09
-8.48496e+11;1.98229e-09
-8.48467e+11;1.98281e-09
-8.48438e+11;1.98333e-09
-8.48408e+11;1.98385e-09
-8.48379e+11;1.98438e-09
-8.4835e+11;1.9849e-09
-8.4832e+11;1.98542e-09
-8.48291e+11;1.98594e-09
-8.48262e+11;1.98646e-09
-8.48232e+11;1.98698e-09
-8.48203e+11;1.9875e-09
-8.48174e+11;1.98802e-09
-8.48145e+11;1.98854e-09
-8.48115e+11;1.98906e-09
-8.48086e+11;1.98958e-09
-8.48057e+11;1.9901e-09
-8.48027e+11;1.99063e-09
-8.47998e+11;1.99115e-09
-8.47969e+11;1.99167e-09
-8.47939e+11;1.99219e-09
-8.4791e+11;1.99271e-09
-8.47881e+11;1.99323e-09
-8.47852e+11;1.99375e-09
-8.47822e+11;1.99427e-09
-8.47793e+11;1.99479e-09
-8.47764e+11;1.99531e-09
-8.47734e+11;1.99583e-09
-8.47705e+11;1.99635e-09
-8.47676e+11;1.99687e-09
-8.47646e+11;1.9974e-09
-8.47617e+11;1.99792e-09
-8.47588e+11;1.99844e-09
-8.47559e+11;1.99896e-09
-8.47529e+11;1.99948e-09
-8.475e+11;2e-09
-8.47471e+11;2.00052e-09
-8.47441e+11;2.00104e-09
-8.47412e+11;2.00156e-09
-8.47383e+11;2.00208e-09
-8.47354e+11;2.0026e-09
-8.47324e+11;2.00312e-09
-8.47295e+11;2.00365e-09
-8.47266e+11;2.00417e-09
-8.47236e+11;2.00469e-09
-8.47207e+11;2.00521e-09
-8.47178e+11;2.00573e-09
-8.47148e+11;2.00625e-09
-8.47119e+11;2.00677e-09
-8.4709e+11;2.00729e-09
-8.47061e+11;2.00781e-09
-8.47031e+11;2.00833e-09
-8.47002e+11;2.00885e-09
-8.46973e+11;2.00938e-09
-8.46943e+11;2.0099e-09
-8.46914e+11;2.01042e-09
-8.46885e+11;2.01094e-09
-8.46855e+11;2.01146e-09
-8.46826e+11;2.01198e-09
-8.46797e+11;2.0125e-09
-8.46768e+11;2.01302e-09
-8.46738e+11;2.01354e-09
-8.46709e+11;2.01406e-09
-8.4668e+11;2.01458e-09
-8.4665e+11;2.0151e-09
-8.46621e+11;2.01563e-09
-8.46592e+11;2.01615e-09
-8.46562e+11;2.01667e-09
-8.46533e+11;2.01719e-09
-8.46504e+11;2.01771e-09
-8.46475e+11;2.01823e-09
-8.46445e+11;2.01875e-09
-8.46416e+11;2.01927e-09
-8.46387e+11;2.01979e-09
-8.46357e+11;2.02031e-09
-8.46328e+11;2.02083e-09
-8.46299e+11;2.02135e-09
-8.4627e+11;2.02188e-09
-8.4624e+11;2.0224e-09
-8.46211e+11;2.02292e-09
-8.46182e+11;2.02344e-09
-8.46152e+11;2.02396e-09
-8.46123e+11;2.02448e-09
-8.46094e+11;2.025e-09
-8.46064e+11;2.02552e-09
-8.46035e+11;2.02604e-09
-8.46006e+11;2.02656e-09
-8.45977e+11;2.02708e-09
-8.45947e+11;2.0276e-09
-8.45918e+11;2.02813e-09
-8.45889e+11;2.02865e-09
-8.45859e+11;2.02917e-09
-8.4583e+11;2.02969e-09
-8.45801e+11;2.03021e-09
-8.45771e+11;2.03073e-09
-8.45742e+11;2.03125e-09
-8.45713e+11;2.03177e-09
-8.45684e+11;2.03229e-09
-8.45654e+11;2.03281e-09
-8.45625e+11;2.03333e-09
-8.45596e+11;2.03385e-09
-8.45566e+11;2.03438e-09
-8.45537e+11;2.0349e-09
-8.45508e+11;2.03542e-09
-8.45479e+11;2.03594e-09
-8.45449e+11;2.03646e-09
-8.4542e+11;2.03698e-09
-8.45391e+11;2.0375e-09
-8.45361e+11;2.03802e-09
-8.45332e+11;2.03854e-09
-8.45303e+11;2.03906e-09
-8.45273e+11;2.03958e-09
-8.45244e+11;2.0401e-09
-8.45215e+11;2.04062e-09
-8.45186e+11;2.04115e-09
-8.45156e+11;2.04167e-09
-8.45127e+11;2.04219e-09
-8.45098e+11;2.04271e-09
-8.45068e+11;2.04323e-09
-8.45039e+11;2.04375e-09
-8.4501e+11;2.04427e-09
-8.4498e+11;2.04479e-09
-8.44951e+11;2.04531e-09
-8.44922e+11;2.04583e-09
-8.44893e+11;2.04635e-09
-8.44863e+11;2.04687e-09
-8.44834e+11;2.0474e-09
-8.44805e+11;2.04792e-09
-8.44775e+11;2.04844e-09
-8.44746e+11;2.04896e-09
-8.44717e+11;2.04948e-09
-8.44688e+11;2.05e-09
-8.44658e+11;2.05052e-09
-8.44629e+11;2.05104e-09
-8.446e+11;2.05156e-09
-8.4457e+11;2.05208e-09
-8.44541e+11;2.0526e-09
-8.44512e+11;2.05312e-09
-8.44482e+11;2.05365e-09
-8.44453e+11;2.05417e-09
-8.44424e+11;2.05469e-09
-8.44395e+11;2.05521e-09
-8.44365e+11;2.05573e-09
-8.44336e+11;2.05625e-09
-8.44307e+11;2.05677e-09
-8.44277e+11;2.05729e-09
-8.44248e+11;2.05781e-09
-8.44219e+11;2.05833e-09
-8.44189e+11;2.05885e-09
-8.4416e+11;2.05938e-09
-8.44131e+11;2.0599e-09
-8.44102e+11;2.06042e-09
-8.44072e+11;2.06094e-09
-8.44043e+11;2.06146e-09
-8.44014e+11;2.06198e-09
-8.43984e+11;2.0625e-09
-8.43955e+11;2.06302e-09
-8.43926e+11;2.06354e-09
-8.43896e+11;2.06406e-09
-8.43867e+11;2.06458e-09
-8.43838e+11;2.0651e-09
-8.43809e+11;2.06563e-09
-8.43779e+11;2.06615e-09
-8.4375e+11;2.06667e-09
-8.43721e+11;2.06719e-09
-8.43691e+11;2.06771e-09
-8.43662e+11;2.06823e-09
-8.43633e+11;2.06875e-09
-8.43604e+11;2.06927e-09
-8.43574e+11;2.06979e-09
-8.43545e+11;2.07031e-09
-8.43516e+11;2.07083e-09
-8.43486e+11;2.07135e-09
-8.43457e+11;2.07188e-09
-8.43428e+11;2.0724e-09
-8.43398e+11;2.07292e-09
-8.43369e+11;2.07344e-09
-8.4334e+11;2.07396e-09
-8.43311e+11;2.07448e-09
-8.43281e+11;2.075e-09
-8.43252e+11;2.07552e-09
-8.43223e+11;2.07604e-09
-8.43193e+11;2.07656e-09
-8.43164e+11;2.07708e-09
-8.43135e+11;2.0776e-09
-8.43105e+11;2.07813e-09
-8.43076e+11;2.07865e-09
-8.43047e+11;2.07917e-09
-8.43018e+11;2.07969e-09
-8.42988e+11;2.08021e-09
-8.42959e+11;2.08073e-09
-8.4293e+11;2.08125e-09
-8.429e+11;2.08177e-09
-8.42871e+11;2.08229e-09
-8.42842e+11;2.08281e-09
-8.42812e+11;2.08333e-09
-8.42783e+11;2.08385e-09
-8.42754e+11;2.08438e-09
-8.42725e+11;2.0849e-09
-8.42695e+11;2.08542e-09
-8.42666e+11;2.08594e-09
-8.42637e+11;2.08646e-09
-8.42607e+11;2.08698e-09
-8.42578e+11;2.0875e-09
-8.42549e+11;2.08802e-09
-8.4252e+11;2.08854e-09
-8.4249e+11;2.08906e-09
-8.42461e+11;2.08958e-09
-8.42432e+11;2.0901e-09
-8.42402e+11;2.09062e-09
-8.42373e+11;2.09115e-09
-8.42344e+11;2.09167e-09
-8.42314e+11;2.09219e-09
-8.42285e+11;2.09271e-09
-8.42256e+11;2.09323e-09
-8.42227e+11;2.09375e-09
-8.42197e+11;2.09427e-09
-8.42168e+11;2.09479e-09
-8.42139e+11;2.09531e-09
-8.42109e+11;2.09583e-09
-8.4208e+11;2.09635e-09
-8.42051e+11;2.09687e-09
-8.42021e+11;2.0974e-09
-8.41992e+11;2.09792e-09
-8.41963e+11;2.09844e-09
-8.41934e+11;2.09896e-09
-8.41904e+11;2.09948e-09
-8.41875e+11;2.1e-09
-8.41846e+11;2.10052e-09
-8.41816e+11;2.10104e-09
-8.41787e+11;2.10156e-09
-8.41758e+11;2.10208e-09
-8.41729e+11;2.1026e-09
-8.41699e+11;2.10313e-09
-8.4167e+11;2.10365e-09
-8.41641e+11;2.10417e-09
-8.41611e+11;2.10469e-09
-8.41582e+11;2.10521e-09
-8.41553e+11;2.10573e-09
-8.41523e+11;2.10625e-09
-8.41494e+11;2.10677e-09
-8.41465e+11;2.10729e-09
-8.41436e+11;2.10781e-09
-8.41406e+11;2.10833e-09
-8.41377e+11;2.10885e-09
-8.41348e+11;2.10938e-09
-8.41318e+11;2.1099e-09
-8.41289e+11;2.11042e-09
-8.4126e+11;2.11094e-09
-8.4123e+11;2.11146e-09
-8.41201e+11;2.11198e-09
-8.41172e+11;2.1125e-09
-8.41143e+11;2.11302e-09
-8.41113e+11;2.11354e-09
-8.41084e+11;2.11406e-09
-8.41055e+11;2.11458e-09
-8.41025e+11;2.1151e-09
-8.40996e+11;2.11563e-09
-8.40967e+11;2.11615e-09
-8.40938e+11;2.11667e-09
-8.40908e+11;2.11719e-09
-8.40879e+11;2.11771e-09
-8.4085e+11;2.11823e-09
-8.4082e+11;2.11875e-09
-8.40791e+11;2.11927e-09
-8.40762e+11;2.11979e-09
-8.40732e+11;2.12031e-09
-8.40703e+11;2.12083e-09
-8.40674e+11;2.12135e-09
-8.40645e+11;2.12188e-09
-8.40615e+11;2.1224e-09
-8.40586e+11;2.12292e-09
-8.40557e+11;2.12344e-09
-8.40527e+11;2.12396e-09
-8.40498e+11;2.12448e-09
-8.40469e+11;2.125e-09
-8.40439e+11;2.12552e-09
-8.4041e+11;2.12604e-09
-8.40381e+11;2.12656e-09
-8.40352e+11;2.12708e-09
-8.40322e+11;2.1276e-09
-8.40293e+11;2.12813e-09
-8.40264e+11;2.12865e-09
-8.40234e+11;2.12917e-09
-8.40205e+11;2.12969e-09
-8.40176e+11;2.13021e-09
-8.40146e+11;2.13073e-09
-8.40117e+11;2.13125e-09
-8.40088e+11;2.13177e-09
-8.40059e+11;2.13229e-09
-8.40029e+11;2.13281e-09
-8.4e+11;2.13333e-09
-8.39971e+11;2.13385e-09
-8.39941e+11;2.13437e-09
-8.39912e+11;2.1349e-09
-8.39883e+11;2.13542e-09
-8.39854e+11;2.13594e-09
-8.39824e+11;2.13646e-09
-8.39795e+11;2.13698e-09
-8.39766e+11;2.1375e-09
-8.39736e+11;2.13802e-09
-8.39707e+11;2.13854e-09
-8.39678e+11;2.13906e-09
-8.39648e+11;2.13958e-09
-8.39619e+11;2.1401e-09
-8.3959e+11;2.14062e-09
-8.39561e+11;2.14115e-09
-8.39531e+11;2.14167e-09
-8.39502e+11;2.14219e-09
-8.39473e+11;2.14271e-09
-8.39443e+11;2.14323e-09
-8.39414e+11;2.14375e-09
-8.39385e+11;2.14427e-09
-8.39355e+11;2.14479e-09
-8.39326e+11;2.14531e-09
-8.39297e+11;2.14583e-09
-8.39268e+11;2.14635e-09
-8.39238e+11;2.14687e-09
-8.39209e+11;2.1474e-09
-8.3918e+11;2.14792e-09
-8.3915e+11;2.14844e-09
-8.39121e+11;2.14896e-09
-8.39092e+11;2.14948e-09
-8.39062e+11;2.15e-09
-8.39033e+11;2.15052e-09
-8.39004e+11;2.15104e-09
-8.38975e+11;2.15156e-09
-8.38945e+11;2.15208e-09
-8.38916e+11;2.1526e-09
-8.38887e+11;2.15313e-09
-8.38857e+11;2.15365e-09
-8.38828e+11;2.15417e-09
-8.38799e+11;2.15469e-09
-8.3877e+11;2.15521e-09
-8.3874e+11;2.15573e-09
-8.38711e+11;2.15625e-09
-8.38682e+11;2.15677e-09
-8.38652e+11;2.15729e-09
-8.38623e+11;2.15781e-09
-8.38594e+11;2.15833e-09
-8.38564e+11;2.15885e-09
-8.38535e+11;2.15938e-09
-8.38506e+11;2.1599e-09
-8.38477e+11;2.16042e-09
-8.38447e+11;2.16094e-09
-8.38418e+11;2.16146e-09
-8.38389e+11;2.16198e-09
-8.38359e+11;2.1625e-09
-8.3833e+11;2.16302e-09
-8.38301e+11;2.16354e-09
-8.38271e+11;2.16406e-09
-8.38242e+11;2.16458e-09
-8.38213e+11;2.1651e-09
-8.38184e+11;2.16563e-09
-8.38154e+11;2.16615e-09
-8.38125e+11;2.16667e-09
-8.38096e+11;2.16719e-09
-8.38066e+11;2.16771e-09
-8.38037e+11;2.16823e-09
-8.38008e+11;2.16875e-09
-8.37979e+11;2.16927e-09
-8.37949e+11;2.16979e-09
-8.3792e+11;2.17031e-09
-8.37891e+11;2.17083e-09
-8.37861e+11;2.17135e-09
-8.37832e+11;2.17188e-09
-8.37803e+11;2.1724e-09
-8.37773e+11;2.17292e-09
-8.37744e+11;2.17344e-09
-8.37715e+11;2.17396e-09
-8.37686e+11;2.17448e-09
-8.37656e+11;2.175e-09
-8.37627e+11;2.17552e-09
-8.37598e+11;2.17604e-09
-8.37568e+11;2.17656e-09
-8.37539e+11;2.17708e-09
-8.3751e+11;2.1776e-09
-8.3748e+11;2.17813e-09
-8.37451e+11;2.17865e-09
-8.37422e+11;2.17917e-09
-8.37393e+11;2.17969e-09
-8.37363e+11;2.18021e-09
-8.37334e+11;2.18073e-09
-8.37305e+11;2.18125e-09
-8.37275e+11;2.18177e-09
-8.37246e+11;2.18229e-09
-8.37217e+11;2.18281e-09
-8.37188e+11;2.18333e-09
-8.37158e+11;2.18385e-09
-8.37129e+11;2.18437e-09
-8.371e+11;2.1849e-09
-8.3707e+11;2.18542e-09
-8.37041e+11;2.18594e-09
-8.37012e+11;2.18646e-09
-8.36982e+11;2.18698e-09
-8.36953e+11;2.1875e-09
-8.36924e+11;2.18802e-09
-8.36895e+11;2.18854e-09
-8.36865e+11;2.18906e-09
-8.36836e+11;2.18958e-09
-8.36807e+11;2.1901e-09
-8.36777e+11;2.19062e-09
-8.36748e+11;2.19115e-09
-8.36719e+11;2.19167e-09
-8.36689e+11;2.19219e-09
-8.3666e+11;2.19271e-09
-8.36631e+11;2.19323e-09
-8.36602e+11;2.19375e-09
-8.36572e+11;2.19427e-09
-8.36543e+11;2.19479e-09
-8.36514e+11;2.19531e-09
-8.36484e+11;2.19583e-09
-8.36455e+11;2.19635e-09
-8.36426e+11;2.19688e-09
-8.36396e+11;2.1974e-09
-8.36367e+11;2.19792e-09
-8.36338e+11;2.19844e-09
-8.36309e+11;2.19896e-09
-8.36279e+11;2.19948e-09
-8.3625e+11;2.2e-09
-8.36221e+11;2.20052e-09
-8.36191e+11;2.20104e-09
-8.36162e+11;2.20156e-09
-8.36133e+11;2.20208e-09
-8.36104e+11;2.2026e-09
-8.36074e+11;2.20313e-09
-8.36045e+11;2.20365e-09
-8.36016e+11;2.20417e-09
-8.35986e+11;2.20469e-09
-8.35957e+11;2.20521e-09
-8.35928e+11;2.20573e-09
-8.35898e+11;2.20625e-09
